video_id,trending_date,title,channel_title,category_id,publish_date,time_frame,published_day_of_week,publish_country,views,likes,dislikes,comment_count
Jidk0O6uu-0,17.18.11,Granulated Sugar From Honey,Cody'sLab Backup,22,15-11-17,7:00 to 7:59,Wednesday,IN,71415,4483,39,420
W8vXDp7NuFs,17.18.11,MOTOR SPORT - Cardi B x Migos x Nicki Minaj Dance | Matt Steffanina cover,Matt Steffanina,24,15-11-17,19:00 to 19:59,Wednesday,GB,293758,20134,193,918
Y9nDagqKL7Q,17.18.11,venting online about a hard part in a video game,ProZD,1,13-11-17,20:00 to 20:59,Monday,BR,596888,29736,523,1768
C_SJgw5MVFY,17.18.11,MisterWives - Oh Love,MisterWivesVEVO,10,17-11-17,5:00 to 5:59,Friday,GB,7544,1049,14,128
FEjZiCPuvqQ,17.18.11,A New Hybrid Cat Arrives,Big Cat Rescue,15,14-11-17,15:00 to 15:59,Tuesday,CA,39363,1955,31,367
DbJ2s_g1oDc,17.18.11,10 LIFE HACKS YOU NEED TO KNOW with TEENS (REACT),REACT,24,13-11-17,20:00 to 20:59,Monday,US,981376,22491,1233,2931
P7zi6oQ4fPQ,17.18.11,#StarOnFox Exclusive Clip for TheYBF.com,YBF Chic,24,15-11-17,20:00 to 20:59,Wednesday,JP,1975,4,0,0
ENr6CXm1YxU,17.18.11,Rachel Platten - Whole Heart (Audio),RachelPlattenVEVO,10,15-11-17,8:00 to 8:59,Wednesday,CA,68611,1899,74,82
E_86MEdNsAI,17.18.11,DISNEY SENT MICKEY MOUSE TO MY HOUSE!,Brian Hull,24,14-11-17,19:00 to 19:59,Tuesday,JP,111222,6724,96,855
2kyS6SvSYSE,17.18.11,WE WANT TO TALK ABOUT OUR MARRIAGE,CaseyNeistat,22,13-11-17,17:00 to 17:59,Monday,AU,2468267,94303,7802,21866
6j-s9E3dRQ0,17.18.11,F The Prom (2017) | Official Trailer HD,The Orchard Movies,24,14-11-17,23:00 to 23:59,Tuesday,GB,606481,13385,512,633
VSVXhc5LlII,17.18.11,"The Crazy 5,000hp Devel Sixteen is REAL! | FIRST LOOK",Shmee150,2,14-11-17,18:00 to 18:59,Tuesday,US,362775,6411,499,1750
gHZ1Qz0KiKM,17.18.11,2 Weeks with iPhone X,iJustine,28,13-11-17,19:00 to 19:59,Monday,JP,961935,21757,2651,3084
0ANDjPQPS_Q,17.18.11,Ã¢â„¢Â¡ SILVER PLAYBUTTON UNBOXING (and making it cute) Ã¢â„¢Â¡,Pixielocks,26,15-11-17,15:00 to 15:59,Wednesday,AU,25796,2842,84,502
Cr9oGxr0Qa0,17.18.11,Making Sandals with Zip-Ties and a Laser,William Osman,28,14-11-17,14:00 to 14:59,Tuesday,JP,169411,7443,101,973
1ZAPwfrtAFY,17.18.11,The Trump Presidency: Last Week Tonight with John Oliver (HBO),LastWeekTonight,24,13-11-17,7:00 to 7:59,Monday,BR,5661444,145774,11064,19365
aAm6AHr14zY,17.18.11,Devin Booker And Julius Randle Wildcats FightÃ¯Â¼ÂÃ¢â‚¬Å“You The Full Of ShitÃ¢â‚¬ÂÃ¯Â¼Â,DunkFest,17,14-11-17,4:00 to 4:59,Tuesday,GB,131762,150,23,79
l4bAoNAx2uo,17.18.11,American Things Europeans Find Weird,The Infographics Show,27,13-11-17,17:00 to 17:59,Monday,CA,728698,13623,2096,7015
LduRwIc7eBA,17.18.11,Kesha - Learn To Let Go in the Live Lounge,BBCRadio1VEVO,10,15-11-17,18:00 to 18:59,Wednesday,CA,34784,1863,21,126
NfLVVJOuY5M,17.18.11,Stunning MTB masterclass: Matt Jones | Frames Of Mind,Red Bull,17,14-11-17,16:00 to 16:59,Tuesday,GB,187106,11363,39,489
7xhxjcejONk,17.18.11,Star Wars & littleBits Droid Inventor Kit: Movement,littleBits Electronics,28,15-11-17,16:00 to 16:59,Wednesday,AU,1387,15,1,1
5E4ZBSInqUU,17.18.11,Marshmello - Blocks (Official Music Video),marshmello,10,13-11-17,17:00 to 17:59,Monday,AU,3903013,219847,4307,13620
YVfyYrEmzgM,17.18.11,How does your body know you're full? - Hilary Coller,TED-Ed,27,13-11-17,16:00 to 16:59,Monday,JP,368865,11889,127,705
yxFdue1dCtE,17.18.11,NBA Daily Show: Nov. 14 - The Starters,NBA,17,15-11-17,1:00 to 1:59,Wednesday,JP,139806,2007,70,303
I-5CODzeGEE,17.18.11,The Last Jedi Bingo,Jenny Nicholson,1,14-11-17,8:00 to 8:59,Tuesday,AU,68585,4630,91,932
J7wMOb0WIfQ,17.18.11,Religion Of Sports Season 2 - Trailer 1,Audience Network,24,27-10-17,19:00 to 19:59,Friday,US,11807,5,0,0
jGiqc3HSxEg,17.18.11,A Study of So Bad It's Good Movies,Now You See It,27,13-11-17,15:00 to 15:59,Monday,CA,252084,12712,240,634
VonJ4ASDO40,17.18.11,Remy Ma is on Top of the World,Wendy Williams,24,13-11-17,18:00 to 18:59,Monday,CA,518064,10394,765,2465
zZ9FciUx6gs,17.18.11,Nickelback - The Betrayal Act III [Official Video],Nickelback,10,13-11-17,15:00 to 15:59,Monday,JP,388443,15160,763,1240
vU14JY3x81A,17.18.11,How Can You Control Your Dreams?,Life Noggin,27,13-11-17,14:00 to 14:59,Monday,JP,496031,18985,228,6004
zxUwbflE1SY,17.18.11,100 People Hold Their Breath for as Long as They Can,Cut,24,13-11-17,13:00 to 13:59,Monday,GB,220365,5694,148,1288
puqaWrEC7tY,17.18.11,Nickelback Lyrics: Real or Fake?,Good Mythical Morning,24,13-11-17,11:00 to 11:59,Monday,BR,885011,16396,1363,2956
N0tmF4j4K6g,17.18.11,What Does It Take To Be A Blue Planet II Cameraman? #OurBluePlanet - BBC Earth,BBC Earth,15,15-11-17,10:00 to 10:59,Wednesday,AU,43009,2017,15,167
R9c-_neaxeU,17.18.11,MENACE: the pile of matchboxes which can learn,standupmaths,24,14-11-17,16:00 to 16:59,Tuesday,BR,119765,5741,50,615
GKUE2U2qlzY,17.18.11,JordanÃ¢â‚¬â€¹ andÃ¢â‚¬â€¹ Ã¢â‚¬â€¹LindsayÃ¢â‚¬â„¢s - Iconic Dance - Dancing with the Stars,Dancing With The Stars,24,14-11-17,3:00 to 3:59,Tuesday,BR,261429,4470,62,454
MKLlDnUqho4,17.18.11,Dead Beat Sirah ft. Skrillex (official video),SIRAH,10,14-11-17,16:00 to 16:59,Tuesday,JP,37533,2150,87,357
PaJCFHXcWmM,17.18.11,U2 - The Blackout,U2VEVO,10,13-11-17,17:00 to 17:59,Monday,BR,360433,10988,427,5212
iyrefjMs64k,17.18.11,Inside Danica Roem's Historic Victory,VICE,24,14-11-17,16:00 to 16:59,Tuesday,GB,42087,1671,653,872
e_7zHm7GsYc,17.18.11,Hunter Hayes - You Should Be Loved (Part One Of Pictures),Hunter Hayes,10,13-11-17,15:00 to 15:59,Monday,AU,107173,3477,109,137
5qpjK5DgCt4,17.18.11,"Racist Superman | Rudy Mancuso, King Bach & Lele Pons",Rudy Mancuso,23,12-11-17,19:00 to 19:59,Sunday,JP,4949674,180201,7042,9687
MltuW2kcREI,17.18.11,funfetti is extremely fun,emma chamberlain,24,14-11-17,20:00 to 20:59,Tuesday,BR,198789,16735,144,2314
lZ68j2J_GOM,17.18.11,Using Other People's Showers,Gus Johnson,23,13-11-17,14:00 to 14:59,Monday,JP,146013,8719,243,349
k-w8GxCpsCU,17.18.11,John Collins' Best Dunks So Far This Season,Atlanta Hawks,17,09-11-17,2:00 to 2:59,Thursday,US,3317,19,0,2
U0hAC8O7RoI,17.18.11,"I TOOK THE $3,000,000 LAMBO TO CARMAX! They offered me......",hp_overload,2,13-11-17,1:00 to 1:59,Monday,AU,1384436,39121,4882,3029
Hq89wYzOjfs,17.18.11,Amazon CEO Jeff Bezos and brother Mark give a rare interview about growing up and secrets to success,Summit,27,14-11-17,17:00 to 17:59,Tuesday,JP,21855,281,17,0
d380meD0W0M,17.18.11,I Dare You: GOING BALD!?,nigahiga,24,12-11-17,18:00 to 18:59,Sunday,BR,2744125,151426,2373,20039
QJfL0a3qEKw,17.18.11,Word Sports,Hot Dad,23,15-11-17,13:00 to 13:59,Wednesday,JP,13676,1172,18,169
nc99ccSXST0,17.18.11,5 Ice Cream Gadgets put to the Test,CrazyRussianHacker,28,12-11-17,21:00 to 21:59,Sunday,US,1224268,28632,1126,2595
F388-6yDDpc,17.18.11,Cowboys vs. Falcons | NFL Week 10 Game Highlights,NFL,17,13-11-17,0:00 to 0:59,Monday,BR,1042282,6029,549,3187
eNSN6qet1kE,17.18.11,HomeMade Electric Airplane,PeterSripol,28,13-11-17,15:00 to 15:59,Monday,BR,413662,22359,133,3393
VifQlJit6A0,17.18.11,(SPOILERS) 'Shiva Saves the Day' Talked About Scene Ep. 804 | The Walking Dead,amc,24,13-11-17,3:00 to 3:59,Monday,US,227345,2390,577,1958
oTObwUiXdYY,17.18.11,"7.3 Magnitude Earthquake Along Iraq-Iran Border Leaves At Least 400 Dead, 7,200 Injured | TIME",TIME,25,13-11-17,15:00 to 15:59,Monday,JP,33434,147,45,224
7oRdswHqaf8,17.18.11,EARL GREY MACARONS- The Scran Line,The Scran Line,26,14-11-17,14:00 to 14:59,Tuesday,AU,35487,1999,36,514
iIxy3JN3-jc,17.18.11,LeBron James admits he was ripping Phil Jackson and thinks DeShaun Watson should be the Browns qu...,Cleveland Cavaliers on cleveland.com,25,13-11-17,15:00 to 15:59,Monday,JP,87065,281,128,173
qeWvgZLz9yU,17.18.11,A Smart... MUG?! - Take apart a Heated Thermos!,JerryRigEverything,26,13-11-17,16:00 to 16:59,Monday,US,265799,14179,384,1727
_-aDHxoblr4,17.18.11,Is It Dangerous To Talk To A Camera While Driving?,Tom Scott,27,13-11-17,16:00 to 16:59,Monday,GB,333944,17486,167,1424
x-uBFJLY8Ow,17.18.11,Designing for Small Batch Low Volume Manufacturing: Vacuum forming,Eric Strebel,26,08-11-17,17:00 to 17:59,Wednesday,BR,3841,97,4,14
EJu_wPGFTw0,17.18.11,"Joel Embiid on win over Clippers, scuffle with Willie Reed and using social media | NBA on ESPN",NBA on ESPN,17,14-11-17,15:00 to 15:59,Tuesday,AU,11032,58,4,5
kIUHDwn51y8,17.18.11,Evolution of the Jeep 4x4 Utility Vehicle | Donut Media,Donut Media,2,13-11-17,15:00 to 15:59,Monday,AU,136837,2504,39,505
39idVpFF7NQ,17.18.11,Roy Moore & Jeff Sessions Cold Open - SNL,Saturday Night Live,24,12-11-17,5:00 to 5:59,Sunday,IN,2688797,19042,3059,2689
kWIzjMWmuYk,17.18.11,UNISEX TRY ON/CLOTHING HAUL & GIVEAWAY!!!,Mark Ferris,23,14-11-17,17:00 to 17:59,Tuesday,JP,52416,5873,41,1664
SFdO-19Xdho,17.18.11,Clean Bandit - I Miss You feat. Julia Michaels in the Radio 1 Live Lounge,BBC Radio 1,10,14-11-17,16:00 to 16:59,Tuesday,JP,59959,2256,23,96
kqmhCaF5_44,17.18.11,HANSON - Finally It's Christmas (Official Lyric Video),HANSON,10,14-11-17,16:00 to 16:59,Tuesday,AU,72940,1353,102,145
eAyxMv4IBH8,17.18.11,Review of the ION Bottleless Water Cooler,Frank May,23,12-11-17,0:00 to 0:59,Sunday,CA,434036,6464,334,348
DVAMKnfrQBk,17.18.11,Aly Raisman On Dr. Larry NassarÃ¢â‚¬â„¢s Medical Treatment: I DidnÃ¢â‚¬â„¢t Know It Was Abuse | Megyn Kelly TODAY,TODAY,25,13-11-17,17:00 to 17:59,Monday,IN,100168,514,31,88
TaTleo4cOs8,17.18.11,SHOPPING FOR NEW FISH!!!,The king of DIY,15,12-11-17,18:00 to 18:59,Sunday,CA,301738,8634,332,2027
lBHPVE3AI6Y,17.18.11,Iran-Iraq border earthquake is deadliest of 2017 - BBC News,BBC News,25,13-11-17,15:00 to 15:59,Monday,BR,112077,438,46,572
ogYum4kWXgk,17.18.11,People Are Awesome & The Pet Collective present: Pets are Awesome!,People are Awesome,24,13-11-17,13:00 to 13:59,Monday,IN,195143,5171,69,239
GgVmn66oK_A,17.18.11,Which Countries Are About To Collapse?,NowThis World,25,12-11-17,14:00 to 14:59,Sunday,AU,789594,10203,1561,3551
p2hJxyF7mok,17.18.11,New Emirates First Class Suite | Boeing 777 | Emirates,Emirates,19,12-11-17,5:00 to 5:59,Sunday,JP,472936,2867,185,467
zNqCVTs38nU,17.18.11,Heidelberg's nifty hook-and-lateral to the left tackle,D3sports.com,17,13-11-17,2:00 to 2:59,Monday,US,47760,132,77,41
ZAQs-ctOqXQ,17.18.11,One Change That Would Make Pacific Rim a Classic,Cracked,23,12-11-17,17:00 to 17:59,Sunday,BR,371683,9600,750,1282
fcVjitaM3LY,17.18.11,78557 and Proth Primes - Numberphile,Numberphile,28,13-11-17,12:00 to 12:59,Monday,JP,188957,7394,75,680
NZFhMSgbKKM,17.18.11,Dennis Smith Jr. and LeBron James go back and forth,Ben Rohrbach,17,13-11-17,15:00 to 15:59,Monday,AU,22302,83,75,63
vWYyZMH_QjA,17.18.11,Casey Neistat made a video about me,Shantell Martin,1,13-11-17,17:00 to 17:59,Monday,IN,49451,4666,92,447
wwZ-T_WQ03A,17.18.11,Rick and Morty: Why Morty Matters,ScreenPrism,1,12-11-17,16:00 to 16:59,Sunday,CA,292891,6725,386,598
dRpNZV18N_g,17.18.11,SPAGHETTI BURRITO VS SPAGHETTI BURRITO,HellthyJunkFood,24,12-11-17,14:00 to 14:59,Sunday,BR,324024,10288,274,1586
hz7ukDjuq4w,17.18.11,What's Inside a Detectives Car?,officer401,24,12-11-17,23:00 to 23:59,Sunday,IN,147851,5319,171,739
6VhU_T463sU,17.18.11,The Making of Hela's Headdress from Thor: Ragnarok,Tested,28,12-11-17,15:00 to 15:59,Sunday,US,343273,4503,182,266
QiIlcKiREUU,17.18.11,Behind the Aly Raisman interview on 60 Minutes,60 Minutes,25,12-11-17,23:00 to 23:59,Sunday,BR,48130,271,10,71
n1WpP7iowLc,17.18.11,Eminem - Walk On Water (Audio) ft. BeyoncÃƒÂ©,EminemVEVO,10,10-11-17,17:00 to 17:59,Friday,AU,26448434,911883,53873,127481
qrPPj3e2M-M,17.18.11,Darth Vader Mask Fail,Auralnauts,23,13-11-17,16:00 to 16:59,Monday,JP,73984,3676,78,353
qK8AcryiniI,17.18.11,Donald Trump makes ASEAN handshake photo op go awry,Rappler,25,13-11-17,9:00 to 9:59,Monday,IN,67471,40,15,29
Lz7dya576HY,17.18.11,Why a New York Ice Cream Shop is Releasing Ham Ice Cream Ã¢â‚¬â€ The Meat Show,Eater,26,13-11-17,15:00 to 15:59,Monday,AU,35125,627,43,64
